tau_code_units,ps
-6.900000000000000000e+01,-4.541662502610000018e+01
-6.889999999999999147e+01,-4.535080383040999408e+01
-6.879999999999999716e+01,-4.528498263471999508e+01
-6.870000000000000284e+01,-4.521916143903000318e+01
-6.859999999999999432e+01,-4.515334024333999707e+01
-6.850000000000000000e+01,-4.508751904764999807e+01
-6.839999999999999147e+01,-4.502169785195999197e+01
-6.829999999999999716e+01,-4.495587665627000007e+01
-6.820000000000000284e+01,-4.489005546058000107e+01
-6.809999999999999432e+01,-4.482423426488999496e+01
-6.800000000000000000e+01,-4.475841306920000306e+01
-6.789999999999999147e+01,-4.469259187350999696e+01
-6.779999999999999716e+01,-4.462677067781999796e+01
-6.770000000000000284e+01,-4.456094948212999896e+01
-6.759999999999999432e+01,-4.449512828643999995e+01
-6.750000000000000000e+01,-4.442930709075000095e+01
-6.739999999999999147e+01,-4.436348589505999485e+01
-6.729999999999999716e+01,-4.429766469936999584e+01
-6.720000000000000284e+01,-4.423184350368000395e+01
-6.709999999999999432e+01,-4.416602230798999784e+01
-6.700000000000000000e+01,-4.410020111229999884e+01
-6.689999999999999147e+01,-4.403437991660999273e+01
-6.679999999999999716e+01,-4.396855872092000084e+01
-6.670000000000000284e+01,-4.390273752523000184e+01
-6.659999999999999432e+01,-4.383691632953999573e+01
