t_code_units,ps
1.039200000000000017e+02,6.840138656104799963e+01
1.040200000000000102e+02,6.846720775673800574e+01
1.041200000000000045e+02,6.853302895242799764e+01
1.042199999999999989e+02,6.859885014811800374e+01
1.043200000000000074e+02,6.866467134380800985e+01
1.044200000000000017e+02,6.873049253949800175e+01
1.045200000000000102e+02,6.879631373518800785e+01
1.046200000000000045e+02,6.886213493087799975e+01
1.047199999999999989e+02,6.892795612656800586e+01
1.048200000000000074e+02,6.899377732225801196e+01
1.049200000000000017e+02,6.905959851794800386e+01
1.050200000000000102e+02,6.912541971363800997e+01
1.051200000000000045e+02,6.919124090932800186e+01
1.052199999999999989e+02,6.925706210501799376e+01
1.053200000000000074e+02,6.932288330070799987e+01
1.054200000000000017e+02,6.938870449639800597e+01
1.055200000000000102e+02,6.945452569208801208e+01
1.056200000000000045e+02,6.952034688777800397e+01
1.057199999999999989e+02,6.958616808346799587e+01
1.058200000000000074e+02,6.965198927915800198e+01
1.059200000000000017e+02,6.971781047484800808e+01
1.060200000000000102e+02,6.978363167053801419e+01
1.061200000000000045e+02,6.984945286622800609e+01
1.062199999999999989e+02,6.991527406191799798e+01
1.063200000000000074e+02,6.998109525760800409e+01
1.064200000000000017e+02,7.004691645329799599e+01
1.065200000000000102e+02,7.011273764898800209e+01
1.066200000000000045e+02,7.017855884467800820e+01
1.067199999999999989e+02,7.024438004036800010e+01
1.068200000000000074e+02,7.031020123605800620e+01
1.069200000000000017e+02,7.037602243174799810e+01
1.070200000000000102e+02,7.044184362743800421e+01
1.071200000000000045e+02,7.050766482312801031e+01
1.072199999999999989e+02,7.057348601881800221e+01
1.073200000000000074e+02,7.063930721450800831e+01
1.074200000000000017e+02,7.070512841019800021e+01
1.075200000000000102e+02,7.077094960588800632e+01
1.076200000000000045e+02,7.083677080157799821e+01
1.077199999999999989e+02,7.090259199726800432e+01
1.078200000000000074e+02,7.096841319295801043e+01
1.079200000000000017e+02,7.103423438864800232e+01
1.080200000000000102e+02,7.110005558433800843e+01
1.081200000000000045e+02,7.116587678002800033e+01
1.082199999999999989e+02,7.123169797571800643e+01
1.083200000000000074e+02,7.129751917140801254e+01
1.084200000000000017e+02,7.136334036709800444e+01
1.085200000000000102e+02,7.142916156278801054e+01
1.086200000000000045e+02,7.149498275847800244e+01
1.087199999999999989e+02,7.156080395416799433e+01
1.088200000000000074e+02,7.162662514985800044e+01
1.089200000000000017e+02,7.169244634554800655e+01
1.090200000000000102e+02,7.175826754123801265e+01
1.091200000000000045e+02,7.182408873692800455e+01
1.092199999999999989e+02,7.188990993261799645e+01
1.093200000000000074e+02,7.195573112830800255e+01
1.094200000000000017e+02,7.202155232399800866e+01
1.095200000000000102e+02,7.208737351968800056e+01
1.096200000000000045e+02,7.215319471537800666e+01
1.097199999999999989e+02,7.221901591106799856e+01
1.098200000000000074e+02,7.228483710675800467e+01
1.099200000000000017e+02,7.235065830244799656e+01
1.100200000000000102e+02,7.241647949813800267e+01
1.101200000000000045e+02,7.248230069382800878e+01
1.102199999999999989e+02,7.254812188951800067e+01
1.103200000000000074e+02,7.261394308520800678e+01
1.104200000000000017e+02,7.267976428089799867e+01
1.105200000000000102e+02,7.274558547658800478e+01
1.106200000000000045e+02,7.281140667227799668e+01
1.107199999999999989e+02,7.287722786796800278e+01
1.108200000000000074e+02,7.294304906365800889e+01
1.109200000000000017e+02,7.300887025934800079e+01
1.110200000000000102e+02,7.307469145503800689e+01
1.111200000000000045e+02,7.314051265072799879e+01
1.112199999999999989e+02,7.320633384641800490e+01
1.113200000000000074e+02,7.327215504210801100e+01
